,year,author,title,journal,keyword,keyplus,abstract,core_count,cited_count,area
2023,2018,"Amano, Y; Qi, P; Nakagawa, Y; Kirita, K; Ohta, S; Ito, T",Prevention of Peritoneal Adhesions by Ferric Ion-Cross-Linked Hydrogels of Hyaluronic Acid Modified with Iminodiacetic Acids,ACS BIOMATERIALS SCIENCE & ENGINEERING,postoperative adhesion; hydrogel; hyaluronic acid; iminodiacetic acid; ferric ion; rat sidewall defect-cecum abrasion model,RAT MODEL; POSTSURGICAL ADHESIONS; ABDOMINAL ADHESIONS; LINKABLE HYDROGEL; GEL; REDUCTION; BARRIER; IRON; MULTICENTER; MEMBRANE,"We fabricated ferric ion-cross-linked hydrogels of a chelating hyaluronic acid (HA) derivative. HA was conjugated with iminodiacetic acid (IDA) at 22% of a modification degree to its disaccharide unit of HA. This conjugate (HA IDA) showed degradability by hyaluronidase even after the IDA modification, and its degradation rate was almost the same as that of HA. HA IDA and HA formed hydrogels (FeHA and FeHA-IDA) by cross-linking with ferric ions (Fe3+). The storage modulus of FeHA-IDA was ca.100 Pa, which was higher than ca. 10 Pa of FeHA. FeHA-IDA showed excellent biocompatibility to a mesothelium cell line as well as rapid degradation. Above all, FeHA-IDA showed efficacy in reducing adhesion formation in a rat sidewall defect-bowel abrasion model.",13,14,Materials Science
2024,2015,"Zhang, Y; Zheng, W; Luo, Q; Zhao, Y; Zhang, EL; Liu, SY; Wang, FY",Dual-targeting organometallic ruthenium(II) anticancer complexes bearing EGFR-inhibiting 4-anilinoquinazoline ligands,DALTON TRANSACTIONS,,GROWTH-FACTOR RECEPTOR; ARENE COMPLEXES; IN-VITRO; ANTITUMOR DRUGS; METAL-COMPLEXES; X-RAY; DNA; CONFORMATION; DOCKING; GUANINE,"We have recently demonstrated that complexation with (eta(6)-arene)Ru-II fragments confers 4-anilinoquinazoline pharmacophores a higher potential for inducing cellular apoptosis while preserving the highly inhibitory activity of 4-anilinoquinazolines against EGFR and the reactivity of the ruthenium centre to 9-ethylguanine (Chem. Commun., 2013, 49, 10224-10226). Reported herein are the synthesis, characterisation and evaluation of the biological activity of a new series of ruthenium(II) complexes of the type [(eta(6)-arene)Ru(N,N-L)Cl]PF6 (arene = p-cymene, benzene, 2-phenylethanol or indane, L = 4-anilinoquinazolines). These organometallic ruthenium complexes undergo fast hydrolysis in aqueous solution. Intriguingly, the ligation of (arene)Ru-II fragments with 4-anilinoquinazolines not only makes the target complexes excellent EGFR inhibitors, but also confers the complexes high affinity to bind to DNA minor grooves while maintaining their reactivity towards DNA bases, characterising them with dual-targeting properties. Molecular modelling studies reveal that the hydrolysis of these complexes is a favourable process which increases the affinity of the target complexes to bind to EGFR and DNA. In vitro biological activity assays show that most of this group of ruthenium complexes are selectively active inhibiting the EGF-stimulated growth of the HeLa cervical cancer cell line, and the most active complex [(eta(6)-arene)Ru(N,N-L13)Cl]PF6 (4, IC50 = 1.36 mu M, L13 = 4-(3'-chloro-4'-fluoroanilino)-6-(2-(2-aminoethyl)aminoethoxy)-7-methoxyquinazoline) is 29-fold more active than its analogue, [(eta(6)-arene)Ru(N,N-ethylenediamine)Cl]PF6, and 21-fold more active than gefitinib, a well-known EGFR inhibitor in use clinically. These results highlight the strong promise to develop highly active ruthenium anticancer complexes by ligation of cytotoxic ruthenium pharmacophores with bioactive organic molecules.",33,33,Chemistry
2025,2009,"Cheng, HF; Hu, YA; Hao, JF",Meeting China's Water Shortage Crisis: Current Practices and Challenges,ENVIRONMENTAL SCIENCE & TECHNOLOGY,,PROGRESS,China needs to and is undertaking several initiatives to conserve its water supply for human health and national productivity.,199,214,Engineering; Environmental Sciences & Ecology
2026,2017,"Furutani, Y; Toguchi, M; Shrestha, R; Kojima, S",Phenosafranin inhibits nuclear localization of transglutaminase 2 without affecting its transamidase activity,AMINO ACIDS,Transglutaminase; Nuclear localization; Inhibitor; Phenosafranin,HEPATOCELLULAR-CARCINOMA CELLS; TISSUE TRANSGLUTAMINASE; APOPTOSIS; HISTONES,Transglutaminase 2 (TG2) localizes to the nucleus and induces apoptosis through a crosslinking inactivation of Sp1 in JHH-7 cells treated with acyclic retinoid. We screened an inhibitor suppressing transamidase activity in the nucleus without affecting transamidase activity itself. Phenosafranin was found to inhibit nuclear localization of EGFP-tagged TG2 and dose-dependently reduce nuclear transamidase activity without affecting the activity in a tube. We concluded that phenosafranin was a novel TG2 inhibitor capable of suppressing its nuclear localization.,3,3,Biochemistry & Molecular Biology
2027,2017,"Kim, YJ; Deok, J; Kim, S; Yoon, DH; Sung, GH; Aravinthan, A; Lee, S; Lee, MN; Hong, S; Kim, JH; Son, YJ; Cho, JY",Anti-Inflammatory Effect of Piper attenuatum Methanol Extract in LPS-Stimulated Inflammatory Responses,EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,,NF-KAPPA-B; KINASE; INHIBITION; ACTIVATION; CELLS; SRC; FRACTION,"Piper attenuatum is used as a traditional medicinal plant in India. One of the substances in P. attenuatum has been suggested to have anti-inflammatory effects. However, there is insufficient research about the anti-inflammatory mechanisms of action of P. attenuatum. The effects of P. attenuatum methanol extract (Pa-ME) on the production of inflammatory mediators nitric oxide (NO) and prostaglandin E-2 (PGE(2)), the expression of proinflammatory genes, the translocation level of transcription factors, and intracellular signaling activities were investigated using macrophages. Pa-ME suppressed the production of NO and PGE(2) in lipopolysaccharide-(LPS-), pam3CSK4-, and poly(I:C)-stimulated RAW264.7 cells without displaying cytotoxicity. The mRNA expression levels of inducible NO synthase (iNOS) and cyclooxygenase 2 (COX-2) were decreased by Pa-ME. P-ME reduced the translocation of p50/NF-kappa B and AP-1 (c-Jun and c-Fos), as well as the activity of their upstream enzymes Src, Syk, and TAK1. Immunoprecipitation analysis showed failure of binding between their substrates, phospho-(p-) p85 and p-MKK3/6. p-p85 and p-MKK3/6, which were induced by overexpression of Src, Syk, and TAK1, were also reduced by Pa-ME. Therefore, these results suggest that Pa-ME exerts its anti-inflammatory effects by targeting Src and Syk in the NF-kappa B signaling pathway and TAK1 in the AP-1 signaling pathway.",10,10,Integrative & Complementary Medicine
2028,2007,"Calero, MD; Garcia-Martin, MB; Jimenez, MI; Kazen, M; Araque, A",Self-regulation advantage for high-IQ children: Findings from a research study,LEARNING AND INDIVIDUAL DIFFERENCES,high-IQ; giftedness; self-regulation; action-orientation; working memory; SRTC,GIFTED STUDENTS; MOTIVATION; ACHIEVEMENT; ADOLESCENTS; ORIENTATION; PREDICTORS; ATTENTION; CAPACITY; DELAY,"Current approaches in intelligence research indicate the need for a more extensive determination of characteristics of children with possible giftedness, not only at an intellectual level, but also at the level of self-regulation and motivation. The present study compares self-regulation efficiency between high-IQ and average-ability children aged 6 to I I years using a computerized task: The 'Self-regulation and concentration test for children' [SRTC, Kuhl, J. & Kraska, K. (1993). Self-regulation: Psychometric properties of a computer-aided instrument. The German Journal of Psychology, 17, 11-24]. Results show that high-IQ children have better self-regulatory abilities than a comparable group of average-ability children. In addition, self-regulation efficiency is related to working memory and action orientation (i.e., self-motivation). It is concluded that the assessment of self-regulation is important both for the research and practice related to children with high intellectual ability. (c) 2007 Elsevier Inc. All rights reserved.",54,54,Psychology
2029,2021,"Pham, TD; Le, TMA; Pham, TMQ; Dang, VH; Vu, KL; Tran, TK; Thu-Ha Hoang",Synthesis and Characterization of Novel Hybridized CeO2@SiO2 Nanoparticles Based on Rice Husk and Their Application in Antibiotic Removal,LANGMUIR,,,"This work aims to synthesize a core-shell material of CeO2@SiO2 based on rice husk as a novel hybridized adsorbent for antibiotic removal. The phase structures of CeO2@SiO2 and CeO2 nanoparticles that were fabricated by a simple procedure were examined by X-ray diffraction (XRD), energy-dispersive X-ray spectroscopy (EDS), and Fourier transform infrared (FT-IR) spectroscopy, while their interfacial characterizations were performed by scanning electron microscopy (SEM), high-resolution transmission electron microscopy (HRTEM), the Brunauer-Emmett-Teller (BET) method, and zeta-potential measurements. The removal efficiency of the antibiotic amoxicillin (AMX) using CeO2@SiO2 nanoparticles was much greater than that using SiO2 and CeO2 materials in solutions of different pH values. The optimum conditions for AMX removal using CeO2@SiO2 including contact time and adsorbent dosage were 120 min and 5 mg/mL, respectively. The maximum AMX removal using CeO2@SiO2 reached 100% and the adsorption capacity was 12.5 mg/g. Adsorption isotherms of AMX onto CeO2@SiO2 were fitted by Langmuir, Freundlich, and two-step adsorption models, while the adsorption kinetics of AMX achieved a better fit by the pseudo-second-order model than the pseudo-first-order model. The electrostatic and nonelectrostatic interactions between the zwitterionic form of AMX and the positively charged CeO2@SiO2 surface were controlled by adsorption. The effects of different organics such as humic acid, ionic surfactants, and pharmaceutical substances on AMX removal using CeO2@SiO2 were also thoroughly investigated. The high AMX removal efficiencies of about 75% after four regenerations and about 70% from an actual water sample demonstrate that CeO2@SiO2-based rice husk is a hybrid nanomaterial for antibiotic removal from water environments.",39,39,Chemistry; Materials Science
2030,2016,"Nagashima, Y; Iwata, Y; Mishiba, K; Koizumi, N",Arabidopsis tRNA ligase completes the cytoplasmic splicing of bZIP60 mRNA in the unfolded protein response,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,Arabidopsis; Cytoplasmic splicing; tRNA ligase; Transcription factor; Unfolded protein response,SEQUENCE; ENZYMES; IRE1,"Arabidopsis bZIP60 is a major transcription factor that activates the unfolded protein response and is regulated by cytoplasmic splicing. Two Arabidopsis inositol-requiring 1s (IRE1A and IRE1B) cleave bZIP60 mRNA; however, the ligase that connects the two half-molecules of the split bZIP60 mRNA has not yet been identified. We aimed to determine whether the Arabidopsis tRNA ligase RLG1 catalyzes the ligation of cleaved bZIP60 mRNA. Recombinant IRE1B containing the ribonuclease domain correctly cleaved synthetic RNA covering the cleaved site of bZIP60 in vitro. Recombinant RLG1 then ligated the two cleaved fragments. The cytoplasmic form of RLG1 was expressed in a T-DNA insertion mutant whose homozygote exhibited a lethal phenotype and when the transgene was substituted with endogenous RLG1, the plants grew normally. RLG1 proteins derived from transgene were mainly found in the cytoplasm; however, some were in the microsomal fraction, possibly on the ER membrane. This intracellular distribution of RLG1 is discussed. (C) 2016 Elsevier Inc. All rights reserved.",21,21,Biochemistry & Molecular Biology; Biophysics
2031,2021,"Jiang, HW; Ho, MY",Isolation and Characterization of Intact Phycobilisome in Cyanobacteria,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,,PHOTOSYSTEM-I; BLUE-GREEN; SYNECHOCYSTIS; LIGHT; PHYCOCYANIN; PURIFICATION; CHLOROPHYLL; ACCLIMATION,"In cyanobacteria, phycobilisome is a vital antenna protein complex that harvests light and transfers energy to photosystem I and II for photochemistry. Studying the structure and composition of phycobilisome is of great interest to scientists because it reveals the evolution and divergence of photosynthesis in cyanobacteria. This protocol provides a detailed and optimized method to break cyanobacterial cells at low cost by a bead-beater efficiently. The intact phycobilisome can then be isolated from the cell extract by sucrose gradient ultracentrifugation. This method has demonstrated being suitable for both model and non-model cyanobacteria with different cell types. A step-by-step procedure is also provided to confirm the integrity and property of phycobiliproteins by 77K fluorescence spectroscopy and SDS-PAGE stained by zinc sulfate and Coomassie Blue. The isolated phycobilisome can also be subjected to further structural and compositional analyses. Overall, this protocol provides a helpful starting guide that allows researchers unfamiliar with cyanobacteria to quickly isolate and characterize intact phycobilisome.",1,1,Science & Technology - Other Topics
2032,2022,"Isaeva, OM; Akimova, AY; Volkova, EN",PERMA-Profiler: the Approbation of the Russian Version,SOCIAL PSYCHOLOGY AND SOCIETY,wellbeing; subjective wellbeing; happiness; flourishing; PERMA-Profiler; PERMA,,"Objective. Study aims to translate into Russian, to adapt and to validate a Russian version of PERSIA-Profiler (Butler, Kern, 2016). Background. The topic of wellbeing and happiness gains attention in both academic publications and the business community. One of the key components for promoting wellbeing is providing a reliable measurement tool for its assessment. Study design. The translation, adaptation and validation process was subdivided into 3 stages. At the 1st stage English version of the PERMA-Profiler was translated into Russian. At the 2nd stage we assessed of the structural and convergent validity, reliability by the internal consistency of the items of the questionnaire. The main task of the 3rd stage of the study was to check the retest reliability of the PERMA-Profikr questionnaire by conducting a correlation analysis of the values of the questionnaire components obtained at the second and third stages. Participants. The main psychometric sample included 6229 participants aged between 18 and 62 years. All participants live in the Russian Federation. Method. The study used the questionnaires Psychological Well-Being Scale by K. Riff, Wellbeing, Activity, Mood Subjective Feeling of Loneliness Scale by D. Russell, L. Peplo, M. Ferguson, Life Satisfaction Scale by E. Diner. correlation analysis, confirmation factor analysis, analysis of scales by internal consistency and the half method were used for data processing and analysis cleavage. Results. The expected structure of the PERMA-Profiler questionnaire was confirmed. The scales of PERMA-Profiler had sufficient reliability and validity. Conclusions. PERMA-Profiler well-being questionnaire can be used for sociological, psychological and interdisciplinary studies of the psychological well-being of the individual.",1,1,Psychology
2033,2012,"Waditee-Sirisattha, R; Singh, M; Kageyama, H; Sittipol, D; Rai, AK; Takabe, T",Anabaena sp PCC7120 transformed with glycine methylation genes from Aphanothece halophytica synthesized glycine betaine showing increased tolerance to salt,ARCHIVES OF MICROBIOLOGY,Aphanothece halophytica; Betaine; Glycine methylation; Salt tolerance,FUNCTIONAL-CHARACTERIZATION; STRESS TOLERANCE; ABIOTIC-STRESS; SYNECHOCOCCUS; ACCUMULATION; SELECTION; CHOLINE,"Photosynthetic, nitrogen-fixing Anabaena strains play an important role in the carbon and nitrogen cycles in tropical paddy fields although they are salt sensitive. Improvement in salt tolerance of Anabaena cells by expressing glycine betaine-synthesizing genes is an interesting subject. Due to the absence of choline in cyanobacteria, choline-oxidizing enzyme could not be used for the synthesis of glycine betaine. Here, the genes encoding glycine-sarcosine and dimethylglycine methyltransferases (ApGSMT-DMT) from a halotolerant cyanobacterium Aphanothece halophytica were expressed in Anabaena sp. strain PCC7120. The ApGSMT-DMT-expressing Anabaena cells were capable of synthesizing glycine betaine without the addition of any substance. The accumulation level of glycine betaine in Anabaena increased with rise of salt concentration. The transformed cells exhibited an improved growth and more tolerance to salinity than the control cells. The present work provides a prospect to engineer a nitrogen-fixing cyanobacterium having enhanced tolerance to stress by manipulating de novo synthesis of glycine betaine.",20,22,Microbiology
2034,2019,"Sun, ML; Shinoda, Y; Fukunaga, K",KY-226 Protects Blood-brain Barrier Function Through the Akt/FoxO1 Signaling Pathway in Brain Ischemia,NEUROSCIENCE,KY-226; ZO-1; occludin; FoxO1; blood-brain barrier; ischemia,TIGHT JUNCTION DISRUPTION; FORKHEAD TRANSCRIPTION FACTORS; CEREBRAL-ARTERY OCCLUSION; TYROSINE-PHOSPHATASE 1B; MATRIX METALLOPROTEINASES; GENE-EXPRESSION; PHOSPHORYLATION; ZO-1; PERMEABILITY; OCCLUDIN,"KY-226 is a protein tyrosine phosphatase 1B (PTP1B) inhibitor that protects neurons from cerebral ischemic injury. KY-226 restores Akt (protein kinase B) phosphorylation and extracellular signal-regulated kinase (ERK) reduction in transient middle cerebral artery occlusion (tMCAO) damage. However, the mechanisms underlying the neuroprotective effects of KY-226 are unclear. To address this, the effects of KY-226 on blood-brain barrier (BBB) dysfunction were examined in tMCAO mice. KY-226 (10 mg/kg, i.p.) was administered to ICR mice 30 min after 2 h of tMCAO. To assess Akt or ERK involvement, wortmannin (i.c.v.) or U0126 (i.v.), selective inhibitors of PI3K and ERK, respectively, were administered to mice 30 min before ischemia. BBB integrity was assessed by Evans blue leakage 24 h post-reperfusion. The levels of tight junction (TJ) proteins, ZO-1 and occludin, were measured by western blotting; ZO-1 mRNA level was measured by RT-PCR. Compared to vehicle, KY-226 treatment prevented BBB breakdown and reduction in TJ protein levels. KY-226 treatment restored ZO-1 mRNA levels post-reperfusion. Pre-administration of wortmannin or U0126 blocked the protective effects of KY-226 on ZO-1 protein and mRNA reduction in tMCAO mice. In bEnd.3 cells, lipopolysaccharide treatment reduced mRNA and protein levels of ZO-1, an effect rescued by KY-226 treatment. Further, KY-226 treatment restored phosphorylation of pAkt (T308) and its downstream target forkhead box protein O1 (FoxO1) (S256) in bEnd.3 cells. Collectively, we demonstrate that KY-226 protects BBB integrity by restoration of TJ proteins, an effect partly mediated by Akt/FoxO1 pathway activation. Thus, protection of BBB integrity likely underlies KY-226-induced neuroprotection in tMCAO mice. (C) 2018 IBRO. Published by Elsevier Ltd. All rights reserved.",19,19,Neurosciences & Neurology
2035,2012,"Thao, NX; Tuan, VK; Hong, NT",A Fourier generalized convolution transform and applications to integral equations,FRACTIONAL CALCULUS AND APPLIED ANALYSIS,convolution; Holder inequality; Hausdorff-Young inequality; Fourier transform; Fourier sine transform; Fourier cosine transform; integral equation; Watson theorem,COSINE CONVOLUTION,We introduce an integral transform related to a Fourier sine-Fourier - Fourier cosine generalized convolution and prove a Watson type theorem for the transform. As applications we obtain solutions of some integral equations in closed form.,6,7,Mathematics
2036,2019,"Park, C; Kim, S; Choi, H; Paik, SH",Exploring Learning Progression of Logical Thinking in Acid and Base Chemical Reactions,JOURNAL OF THE KOREAN CHEMICAL SOCIETY-DAEHAN HWAHAK HOE JEE,Acid-base; Logical thinking; Learning Progression; Student,STUDENTS ALTERNATIVE CONCEPTIONS; CHEMISTRY STUDENTS; PARTICULATE NATURE; DIAGNOSTIC-TOOL; MENTAL MODELS; MISCONCEPTIONS; EMERGENT; MATTER; REPRESENTATION; TEXTBOOKS,"The purpose of this study was to explore the learning progression of logical thinking in acid and base chemical reactions and to evaluate its validity. For this purpose, we collected 387 participants in 9 schools of elementary, middle and high schools nationwide. The questionnaire developed in this study was composed of nine items. The questionnaire presented the acid and base reactants and products, and the students pictured their thoughts on how these substances change, and answered the reasons of their thoughts. Situation contexts of the questionnaire were divided into two groups: one kind of solute dissolved in a solvent, and two kinds of solute dissolved in a solvent. In this study, six levels of learning progression were assumed by combining material conservation logic, combination logic, proportion logic, and particle number conservation logic. By analyzing the data, Infit and Outfit values of Person reliability, Item reliability, MNSQ and ZSTD were obtained from the Rasch model. As a result of the analysis of data, it was found that lower levels of learning progression prevailed up to the younger grade students till 8th grade. The higher levels of learning progression(Level 2-Level 5) prevailed up to the older grade students. However, higher levels of learning progression dropped sharply in Grade 12. The 5 level of learning progression was very low in all grades, and 9th grade had highest percentage of students belonging to the 5 level. Interpretation of these unusual results suggests a future research related to explanation differences of textbooks.",1,1,Chemistry
2037,2018,"Semarco, SKM; Cho, S",The predictive influence of headteachers' task-oriented managerial leadership behaviours on teachers' retention intentions in Ghana,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,Planning; problem-solving; clarifying; monitoring; teacher retention,SCHOOL LEADERSHIP; DECISION-MAKING; PRINCIPALS; ROLES; MODEL,"The study examined if significant dynamic and reciprocal relationships exist among the task-oriented managerial behaviours of headteachers, and how these behaviours specifically and jointly influence teachers' retention intention. Out of the multistage sampled 350 schools, suitable questionnaires from 279 schools representing 558 questionnaires filled by teachers provided data on 279 headteachers. The analysis showed that headteachers' problem-solving behaviour, clarifying behaviour and monitoring operations behaviour influenced their planning activities as leaders. The planning behaviour significantly predicted retention intention and had a significant mediating effect on the relationships between clarifying, monitoring, and problem-solving behaviours on one hand and teachers' retention intention on the other. The implications of the study's findings and future research directions are discussed.",5,5,Education & Educational Research
2038,2013,"Naya, S; Nikawa, T; Kimura, K; Tada, H",Rapid and Complete Removal of Nonylphenol by Gold Nanoparticle/Rutile Titanium(IV) Oxide Plasmon Photocatalyst,ACS CATALYSIS,plasmon photocatalyst; Au nanoparticle; rutile TiO2; nonylphenol; water purification,VISIBLE-LIGHT; TIO2 PARTICLES; DEGRADATION; SURFACE; EFFICIENT; 4-NONYLPHENOL; ADSORPTION; EXCITATION; HYDROGEN; TITANIA,"Nonylphenol is a harmful endocrine disruptor, and the concentration in ambient water should be restricted below 0.1 mu M We show that visible light irradiation of gold nanoparticle (NP) loaded ruble TiO2 (Au/rutile TiO2) plasmon photocatalyst leads to rapid and complete removal of nonylphenol from its dilute aqueous solution with the degradation. Au/rutile TiO2 exhibits much higher visible-light activity than Au/anatase TiO2 and BiVO4. Based on the results of the adsorption and Fourier-transformed infrared spectroscopic measurements, we present a unique reaction scheme consisting of a series of events, the fast oxidative adsorption and concentration of nonylphenol on the Au NP surface, the successive efficient oxidation induced by the localized surface plasmon resonance excitation driven interfacial electron transfer from Au NP to rutile TiO2, and the regeneration of the adsorption sites by the surface transport of the intermediates from Au to TiO2.",44,46,Chemistry
2039,2017,"Zhang, Y; Guo, Q; An, S; Lu, YF; Li, JF; He, X; Liu, LS; Zhang, YJ; Sun, T; Jiang, C",ROS-Switchable Polymeric Nanoplatform with Stimuli-Responsive Release for Active Targeted Drug Delivery to Breast Cancer,ACS APPLIED MATERIALS & INTERFACES,ROS responsive; tumor microenvironment; controlled release; drug delivery; polymeric nanoplatform,GLUCOSE TRANSPORTERS; HYALURONIC-ACID; GENE DELIVERY; IN-VITRO; CELLS; MICELLES; INFLAMMATION; NANOPARTICLES; EXPRESSION; THERAPY,"Tumor microenvironment plays a vital role in the process of tumor development, proliferation, invasion, and metastasis. It is well acknowledged that reduction in pH, reactive oxygen species (ROS), and increased level of glucose transporter 1 (GLUT1) have become featured intracellular and extracellular biochemical markers of cancer owing to oncogenic transformation and abnormal metabolism. To establish a distinctive drug delivery system directed against the tumor microenvironment features, we develop a newly engineered polymeric nanoplatform for efficient doxorubicin (DOX) delivery with reduced systemic toxicity and high antitumor efficiency. A thioketal cross-linker is used to improve the formulation's stability during circulation and to foster quick intracellular drug release in response to tumor's ROS potential. Furthermore, the low drug loading efficiency of conventional micelles is ameliorated in this polymeric nanoplatform via a drug conjugation strategy with an acid-labile chemical bond. The optimized formulation, MPLs-sB-DOX micelles, possesses a high drug-loading efficiency (31%) within nanosize diameter (37.8 nm). In addition, this formulation shows significant improvement in the pharmacokinetics and biodistribution profiles with a 2.69-fold increase of tumor accumulation, while with largely reduced systemic toxicity in comparison with free DOX. With advantages of efficient cellular uptake, preferential tumor accumulation, and controlled release behaviors, MPLs-sB-DOX micelles demonstrate good tumor-targeting ability with reduced systemic toxicity, proving to be a promising formulation for breast cancer therapy.",46,47,Science & Technology - Other Topics; Materials Science
2040,2016,"Bradler, C; Dur, R; Neckermann, S; Non, A",Employee Recognition and Performance: A Field Experiment,MANAGEMENT SCIENCE,employee motivation; recognition; reciprocity; conformity; field experiment,GIFT-EXCHANGE; SOCIAL COMPARISONS; INFORMATION; RECIPROCITY; MOTIVATION; AWARDS; INCENTIVES; FEEDBACK; NORMS; WORK,"This paper reports the results from a controlled field experiment designed to investigate the causal effect of unannounced, public recognition on employee performance. We hired more than 300 employees to work on a three-hour data-entry task. In a random sample of work groups, workers unexpectedly received recognition after two hours of work. We find that recognition increases subsequent performance substantially, and particularly when recognition is exclusively provided to the best performers. Remarkably, workers who did not receive recognition are mainly responsible for this performance increase. Our results are consistent with workers having a preference for conformity and being reciprocal at the same time.",94,95,Business & Economics; Operations Research & Management Science
2041,2020,"Lopez-Aymes, G; Acuna, SR; Villegas, GO",Resilience and Creativity in Teenagers with High Intellectual Abilities. A Middle School Enrichment Experience in Vulnerable Contexts,SUSTAINABILITY,resilience; creativity; high intellectual ability; adolescence; vulnerable context,POSITIVE EMOTIONS; GIFTED STUDENTS; THREAT-RIGIDITY; UNDERACHIEVEMENT; PERSONALITY; EDUCATION; CHILDREN; INSIGHTS; THOUGHT,"This article presents and describes an extracurricular enrichment intervention program to promote the development of resilience factors, aimed at teenagers with high abilities from vulnerable social contexts. In addition, its effects on aspects related to creativity and resilience are explored. This program proposes a series of creative and meaningful activities so that students can explore, experiment, express their emotions and analytically contrast their own identity characteristics with their surrounding reality. A comparative case study was carried out with a mixed methodological approach. Three students (two male and one female) of 13 and 14 years of age and with high abilities, who attended a public middle school located in a disadvantaged sector of the Mexican capital, participated. The program was developed over nine sessions (90 min each), over two months. The quantitative analysis did not show significant differences in the creativity and resilience factors. However, the qualitative analysis of the tasks and products created by the participants has provided positive evidence about the program's contribution to enhancing their self-knowledge and coping skills, considering the adversities of their family, school and social contexts.",3,3,Science & Technology - Other Topics; Environmental Sciences & Ecology
2042,2009,"Yang, JH; Zheng, JH; Zhai, HJ; Yang, LL",Low temperature hydrothermal growth and optical properties of ZnO nanorods,CRYSTAL RESEARCH AND TECHNOLOGY,hydrothermal growth; ZnO nanorods; photoluminescence,NANOSTRUCTURES; NANOWIRES,"Well-faceted hexagonal ZnO nanorods have been synthesized by a simple hydrothermal method at relative low temperature (90 degrees C) without any catalysts or templates. Zinc oxide (ZnO) nanorods were grown in an aqueous solution that contained Zinc chloride and ammonia (25%). Most of the ZnO nanorods show the perfect hexagonal cross section and well-faceted top and side surfaces. The diameter of ZnO nanorods decreased with the reaction time prolonging. The samples have been characterized by X-ray powder diffraction (XRD) and scanning electron microscopy (SEM) measurement. XRD pattern confirmed that the as-prepared ZnO was the single-phase wurtzite structure formation. SEM results showed that the samples were rod textures. The surface-related optical properties have been investigated by photoluminescence (PL) spectrum and Raman spectrum. Photoluminescence measurements showed each spectrum consists of a weak band ultraviolet (UV) band and a relatively broad visible light emission peak for the samples grown at different time. It has been found that the green emission in Raman measurement may be related to surface states. (c) 2009 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim",72,75,Crystallography
2043,2023,"Fujita, H; Kaneshiro, J; Takeda, M; Sasaki, K; Yamamoto, R; Umetsu, D; Kuranaga, E; Higo, S; Kondo, T; Asano, Y; Sakata, Y; Miyagawa, S; Watanabe, TM",Estimation of crossbridge-state during cardiomyocyte beating using second harmonic generation,LIFE SCIENCE ALLIANCE,,PLURIPOTENT STEM-CELLS; BINDING-PROTEIN-C; MYOSIN ACTIVATION; IN-VIVO; FORCE; BLEBBISTATIN; ORGANIZATION; MICROSCOPY; COLLAGEN; MUSCLE,"Estimation of dynamic change of crossbridge formation in living cardiomyocytes is expected to provide crucial information for elucidating cardiomyopathy mechanisms, efficacy of an inter-vention, and others. Here, we established an assay system to dynamically measure second harmonic generation (SHG) anisot-ropy derived from myosin filaments depended on their crossbridge status in pulsating cardiomyocytes. Experiments utilizing an in-heritable mutation that induces excessive myosin-actin interactions revealed that the correlation between sarcomere length and SHG anisotropy represents crossbridge formation ratio during pul-sation. Furthermore, the present method found that ultraviolet irradiation induced an increased population of attached cross -bridges that lost the force-generating ability upon myocardial differentiation. Taking an advantage of infrared two-photon excitation in SHG microscopy, myocardial dysfunction could be intravitally evaluated in a Drosophila disease model. Thus, we successfully demonstrated the applicability and effectiveness of the present method to evaluate the actomyosin activity of a drug or genetic defect on cardiomyocytes. Because genomic inspection alone may not catch the risk of cardiomyopathy in some cases, our study demonstrated herein would be of help in the risk assessment of future heart failure.",0,0,Life Sciences & Biomedicine - Other Topics
2044,2019,"Sohn, JC; Doorenweerd, C; Nam, KS; Choi, SW","New leaf-mine fossil from the Geumgwangdong Formation, Pohang Basin, South Korea, associates pygmy moths (Lepidoptera, Nepticulidae) with beech trees (Fagaceae, Fagus) in the Miocene",JOURNAL OF PALEONTOLOGY,,CATALOG; RECORD,"A nepticulid leaf-mine ichnofossil, Stigmellites janggi Sohn and Nam, n. ichnosp., is described on the basis of a fossil leaf of Fagus from the early Miocene Geumgwangdong Formation in Pohang Basin. This mine trace is characterized by a linear-blotch type with a clear centric frass trail composed of closely and randomly dispersed pellets filling the mine width in the early stage. We found traces of a possible egg case and an exit slit from the leaf. These features are most consistent with those produced by members of Nepticulidae. Our record demonstrates for the first time the trophic association of Nepticulidae with Fagus in the Miocene and suggests the persistence of a long-term association between the insect family and the plant genus from the Miocene to the present. Other Nepticulidae leaf mines in the Miocene and leaf-mine fossils from the Geumgwangdong Formation are briefly reviewed. UUID: http://zoobank.org/fff951f6-ca82-4cca-a274-863e0d91acaa",5,5,Paleontology
